task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
134	41/d8dfa0	221520	calling_pipeline:medakaInference_consensus (99)	COMPLETED	0	2026-06-04 12:06:18.597	6.4s	3.2s	103.1%	381.6 MB	1.1 GB	38.8 MB	1.7 MB
145	b8/d23d7b	222503	calling_pipeline:medakaInference_consensus (110)	COMPLETED	0	2026-06-04 12:06:20.281	4.8s	2.7s	99.1%	360 MB	1.1 GB	38.9 MB	1.7 MB
137	19/740ba3	221903	calling_pipeline:medakaInference_consensus (102)	COMPLETED	0	2026-06-04 12:06:19.402	5.9s	3s	102.8%	370.6 MB	1.1 GB	38.9 MB	1.7 MB
139	1c/8b1aa4	221983	calling_pipeline:medakaInference_consensus (104)	COMPLETED	0	2026-06-04 12:06:19.513	5.8s	3.2s	101.8%	386.9 MB	1.1 GB	38.9 MB	1.7 MB
142	17/a58fb9	222231	calling_pipeline:medakaInference_consensus (107)	COMPLETED	0	2026-06-04 12:06:19.897	5.6s	3.1s	99.9%	396.8 MB	1.1 GB	38.9 MB	1.7 MB
143	92/61f4c5	222316	calling_pipeline:medakaInference_consensus (108)	COMPLETED	0	2026-06-04 12:06:20.029	5.5s	3s	100.9%	374.6 MB	1.1 GB	38.9 MB	1.8 MB
140	19/91ac9f	222064	calling_pipeline:medakaInference_consensus (105)	COMPLETED	0	2026-06-04 12:06:19.626	6s	3.2s	101.0%	384.8 MB	1.1 GB	38.8 MB	1.7 MB
146	78/2eab85	222398	calling_pipeline:medakaInference_consensus (111)	COMPLETED	0	2026-06-04 12:06:20.145	5.6s	3.5s	107.8%	512.4 MB	1.2 GB	38.9 MB	2.2 MB
144	e5/22a50a	222183	calling_pipeline:medakaInference_consensus (109)	COMPLETED	0	2026-06-04 12:06:19.799	6s	3.5s	106.9%	458.4 MB	1.2 GB	38.9 MB	2 MB
147	8e/63f135	222581	calling_pipeline:medakaInference_consensus (112)	COMPLETED	0	2026-06-04 12:06:20.416	5.5s	3.8s	104.4%	425.5 MB	1.1 GB	38.9 MB	2 MB
150	33/0cad4a	225726	calling_pipeline:medakaInference_consensus (115)	COMPLETED	0	2026-06-04 12:06:23.285	4.9s	2.7s	104.3%	382.3 MB	1.1 GB	38.9 MB	1.7 MB
152	89/4bb907	226497	calling_pipeline:medakaInference_consensus (117)	COMPLETED	0	2026-06-04 12:06:24.139	5.3s	2.6s	103.1%	367.3 MB	1.1 GB	38.8 MB	1.7 MB
184	71/a4c428	227060	calling_pipeline:medakaInference_consensus (149)	COMPLETED	0	2026-06-04 12:06:25.112	4.6s	2.6s	102.2%	373.7 MB	1.1 GB	38.8 MB	1.7 MB
158	4c/041257	227345	calling_pipeline:medakaInference_consensus (123)	COMPLETED	0	2026-06-04 12:06:25.450	4.6s	2.5s	100.3%	367.5 MB	1.1 GB	38.8 MB	1.7 MB
149	33/ccc983	226027	calling_pipeline:medakaInference_consensus (114)	COMPLETED	0	2026-06-04 12:06:23.702	6.5s	3s	103.5%	376.4 MB	1.1 GB	38.9 MB	1.7 MB
155	d7/d1f39d	227505	calling_pipeline:medakaInference_consensus (120)	COMPLETED	0	2026-06-04 12:06:25.641	5s	2.5s	98.2%	360.9 MB	1.1 GB	38.8 MB	1.6 MB
151	43/674207	226830	calling_pipeline:medakaInference_consensus (116)	COMPLETED	0	2026-06-04 12:06:24.830	5.9s	2.8s	102.5%	363.8 MB	1.1 GB	38.9 MB	1.7 MB
160	61/090a49	227586	calling_pipeline:medakaInference_consensus (125)	COMPLETED	0	2026-06-04 12:06:25.758	5.1s	2.8s	100.5%	363.4 MB	1.1 GB	38.9 MB	1.7 MB
148	bc/e1b970	225546	calling_pipeline:medakaInference_consensus (113)	COMPLETED	0	2026-06-04 12:06:23.160	7.8s	3.5s	108.8%	457.9 MB	1.2 GB	38.9 MB	2 MB
164	a7/40c6ef	227748	calling_pipeline:medakaInference_consensus (129)	COMPLETED	0	2026-06-04 12:06:25.957	5.1s	2.7s	99.9%	353.6 MB	1.1 GB	38.8 MB	1.6 MB
186	02/f5a45d	227425	calling_pipeline:medakaInference_consensus (151)	COMPLETED	0	2026-06-04 12:06:25.556	5.6s	3.1s	99.6%	375.5 MB	1.1 GB	38.8 MB	1.7 MB
163	bd/56a2a7	227667	calling_pipeline:medakaInference_consensus (128)	COMPLETED	0	2026-06-04 12:06:25.835	5.4s	3s	101.7%	365.1 MB	1.1 GB	38.9 MB	1.7 MB
154	86/c49054	227216	calling_pipeline:medakaInference_consensus (119)	COMPLETED	0	2026-06-04 12:06:25.259	6.1s	3.4s	102.7%	387.2 MB	1.1 GB	38.9 MB	1.7 MB
159	d0/9d6927	227261	calling_pipeline:medakaInference_consensus (124)	COMPLETED	0	2026-06-04 12:06:25.343	6.1s	3.6s	108.8%	518 MB	1.2 GB	38.9 MB	2.2 MB
153	0a/3d91cf	226915	calling_pipeline:medakaInference_consensus (118)	COMPLETED	0	2026-06-04 12:06:24.964	6.6s	3.7s	108.5%	457.5 MB	1.2 GB	38.9 MB	2 MB
162	ef/f4f125	230185	calling_pipeline:medakaInference_consensus (127)	COMPLETED	0	2026-06-04 12:06:28.149	3.6s	1.9s	96.7%	268.5 MB	701.1 MB	38.9 MB	1.6 MB
165	1a/119684	231699	calling_pipeline:medakaInference_consensus (130)	COMPLETED	0	2026-06-04 12:06:29.703	4.9s	2.4s	102.1%	368.2 MB	1.1 GB	38.9 MB	1.7 MB
169	1c/1aec9c	232276	calling_pipeline:medakaInference_consensus (134)	COMPLETED	0	2026-06-04 12:06:30.872	4.3s	2.4s	101.1%	364.7 MB	1.1 GB	38.8 MB	1.7 MB
196	f8/0703e2	231910	calling_pipeline:medakaInference_consensus (161)	COMPLETED	0	2026-06-04 12:06:30.074	5.3s	2.8s	103.5%	375 MB	1.1 GB	38.8 MB	1.7 MB
161	76/07f580	231301	calling_pipeline:medakaInference_consensus (126)	COMPLETED	0	2026-06-04 12:06:29.396	6.5s	3s	102.7%	369.7 MB	1.1 GB	38.8 MB	1.7 MB
172	e2/cdcc36	232399	calling_pipeline:medakaInference_consensus (137)	COMPLETED	0	2026-06-04 12:06:31.030	5.3s	2.7s	101.8%	366.4 MB	1.1 GB	38.9 MB	1.7 MB
168	0f/d78185	232563	calling_pipeline:medakaInference_consensus (133)	COMPLETED	0	2026-06-04 12:06:31.218	5.3s	2.5s	97.8%	356.9 MB	1.1 GB	38.8 MB	1.6 MB
167	c5/065be0	232530	calling_pipeline:medakaInference_consensus (132)	COMPLETED	0	2026-06-04 12:06:31.181	5.4s	2.8s	101.4%	372.2 MB	1.1 GB	38.9 MB	1.7 MB
173	8f/3bb896	232922	calling_pipeline:medakaInference_consensus (138)	COMPLETED	0	2026-06-04 12:06:31.716	5s	2.7s	100.0%	363.4 MB	1.1 GB	38.8 MB	1.7 MB
193	5c/d4d07a	231959	calling_pipeline:medakaInference_consensus (158)	COMPLETED	0	2026-06-04 12:06:30.184	6.7s	3.3s	108.4%	478.6 MB	1.2 GB	38.9 MB	2 MB
199	a6/d0a3e6	232130	calling_pipeline:medakaInference_consensus (164)	COMPLETED	0	2026-06-04 12:06:30.623	6.3s	3.4s	109.5%	476.3 MB	1.2 GB	38.9 MB	2 MB
171	7f/95f441	232643	calling_pipeline:medakaInference_consensus (136)	COMPLETED	0	2026-06-04 12:06:31.320	5.7s	3.2s	100.8%	372.2 MB	1.1 GB	38.9 MB	1.7 MB
170	35/d307eb	232345	calling_pipeline:medakaInference_consensus (135)	COMPLETED	0	2026-06-04 12:06:30.951	6.2s	3.8s	107.5%	519.6 MB	1.2 GB	38.9 MB	2.2 MB
166	7b/2f9753	232188	calling_pipeline:medakaInference_consensus (131)	COMPLETED	0	2026-06-04 12:06:30.758	6.5s	3.8s	108.3%	436.8 MB	1.1 GB	38.9 MB	2 MB
201	6d/1f1cbc	232759	calling_pipeline:medakaInference_consensus (166)	COMPLETED	0	2026-06-04 12:06:31.467	5.9s	3.4s	100.1%	381.7 MB	1.1 GB	38.9 MB	1.7 MB
174	e9/70c0a8	232844	calling_pipeline:medakaInference_consensus (139)	COMPLETED	0	2026-06-04 12:06:31.562	5.9s	3.8s	105.9%	497.7 MB	1.2 GB	39 MB	2.2 MB
175	39/daee56	236668	calling_pipeline:medakaInference_consensus (140)	COMPLETED	0	2026-06-04 12:06:35.364	5.5s	2.7s	104.1%	386.9 MB	1.1 GB	38.9 MB	1.7 MB
176	f8/ef31d8	237210	calling_pipeline:medakaInference_consensus (141)	COMPLETED	0	2026-06-04 12:06:36.314	5s	2.6s	102.6%	369.6 MB	1.1 GB	38.9 MB	1.7 MB
180	d4/8b5fc6	237546	calling_pipeline:medakaInference_consensus (145)	COMPLETED	0	2026-06-04 12:06:36.840	4.9s	2.4s	100.4%	356.4 MB	1.1 GB	38.8 MB	1.6 MB
179	9f/45d34c	237379	calling_pipeline:medakaInference_consensus (144)	COMPLETED	0	2026-06-04 12:06:36.621	5.6s	2.8s	103.7%	370.1 MB	1.1 GB	38.9 MB	1.7 MB
214	ec/654bad	237464	calling_pipeline:medakaInference_consensus (179)	COMPLETED	0	2026-06-04 12:06:36.708	5.6s	2.7s	99.9%	359.6 MB	1.1 GB	38.8 MB	1.6 MB
182	a5/4a930e	237711	calling_pipeline:medakaInference_consensus (147)	COMPLETED	0	2026-06-04 12:06:37.054	5.4s	2.5s	99.3%	365.4 MB	1.1 GB	38.8 MB	1.7 MB
178	1d/b033ff	237313	calling_pipeline:medakaInference_consensus (143)	COMPLETED	0	2026-06-04 12:06:36.474	6.1s	3s	103.1%	374.2 MB	1.1 GB	38.9 MB	1.7 MB
207	6a/fe931a	235956	calling_pipeline:medakaInference_consensus (172)	COMPLETED	0	2026-06-04 12:06:34.578	8s	3.3s	105.6%	405.8 MB	1.1 GB	38.9 MB	1.8 MB
185	28/525de7	237870	calling_pipeline:medakaInference_consensus (150)	COMPLETED	0	2026-06-04 12:06:37.251	5.5s	2.9s	99.1%	360.1 MB	1.1 GB	38.8 MB	1.7 MB
183	22/039df1	237796	calling_pipeline:medakaInference_consensus (148)	COMPLETED	0	2026-06-04 12:06:37.148	5.7s	3s	98.2%	348.2 MB	1.1 GB	38.9 MB	1.7 MB
177	1b/57455c	237034	calling_pipeline:medakaInference_consensus (142)	COMPLETED	0	2026-06-04 12:06:35.869	7.1s	3.5s	109.9%	478.7 MB	1.2 GB	38.9 MB	2 MB
188	a4/28cf90	237923	calling_pipeline:medakaInference_consensus (153)	COMPLETED	0	2026-06-04 12:06:37.326	5.7s	3.1s	98.7%	359.4 MB	1.1 GB	38.8 MB	1.6 MB
209	64/1b9a8e	236478	calling_pipeline:medakaInference_consensus (174)	COMPLETED	0	2026-06-04 12:06:35.164	8s	3.6s	109.1%	459.8 MB	1.2 GB	38.9 MB	2 MB
187	8f/ff2c1b	238049	calling_pipeline:medakaInference_consensus (152)	COMPLETED	0	2026-06-04 12:06:37.472	5.8s	3.1s	100.1%	366 MB	1.1 GB	38.8 MB	1.7 MB
181	a2/801372	237627	calling_pipeline:medakaInference_consensus (146)	COMPLETED	0	2026-06-04 12:06:36.931	6.4s	3.7s	106.2%	437.1 MB	1.2 GB	38.9 MB	2 MB
189	6a/a7159e	241806	calling_pipeline:medakaInference_consensus (154)	COMPLETED	0	2026-06-04 12:06:41.342	4.8s	2.4s	100.8%	356.8 MB	1.1 GB	38.8 MB	1.6 MB
190	02/9c653d	242101	calling_pipeline:medakaInference_consensus (155)	COMPLETED	0	2026-06-04 12:06:41.767	4.6s	2.5s	102.1%	363 MB	1.1 GB	38.8 MB	1.7 MB
197	58/130f8b	242607	calling_pipeline:medakaInference_consensus (162)	COMPLETED	0	2026-06-04 12:06:42.741	4.1s	2.5s	99.5%	361.9 MB	1.1 GB	38.8 MB	1.7 MB
191	80/553841	242238	calling_pipeline:medakaInference_consensus (156)	COMPLETED	0	2026-06-04 12:06:42.220	5.1s	3s	103.8%	381.4 MB	1.1 GB	38.9 MB	1.8 MB
192	08/c81a0d	242286	calling_pipeline:medakaInference_consensus (157)	COMPLETED	0	2026-06-04 12:06:42.291	5.1s	2.8s	101.1%	370 MB	1.1 GB	38.8 MB	1.7 MB
223	0d/3c1221	241528	calling_pipeline:medakaInference_consensus (188)	COMPLETED	0	2026-06-04 12:06:40.907	6.7s	3.5s	109.3%	457.9 MB	1.2 GB	38.9 MB	2 MB
194	76/b4e4a4	242368	calling_pipeline:medakaInference_consensus (159)	COMPLETED	0	2026-06-04 12:06:42.416	5.5s	2.8s	101.7%	372.1 MB	1.1 GB	38.9 MB	1.7 MB
235	91/a0ffc7	242862	calling_pipeline:medakaInference_consensus (200)	COMPLETED	0	2026-06-04 12:06:43.027	5.1s	3.4s	101.5%	409.7 MB	1.1 GB	38.9 MB	1.8 MB
198	06/83bb34	242447	calling_pipeline:medakaInference_consensus (163)	COMPLETED	0	2026-06-04 12:06:42.529	5.9s	3.7s	108.6%	459.4 MB	1.2 GB	38.9 MB	2 MB
200	d7/e1c5dd	242696	calling_pipeline:medakaInference_consensus (165)	COMPLETED	0	2026-06-04 12:06:42.815	5.7s	3.8s	105.4%	458 MB	1.2 GB	38.9 MB	2 MB
195	66/52d583	242777	calling_pipeline:medakaInference_consensus (160)	COMPLETED	0	2026-06-04 12:06:42.939	5.7s	3.6s	105.2%	457.8 MB	1.2 GB	38.9 MB	2 MB
206	07/b4be8f	243021	calling_pipeline:medakaInference_consensus (171)	COMPLETED	0	2026-06-04 12:06:43.247	5.4s	3.7s	100.8%	390.7 MB	1.1 GB	38.9 MB	1.8 MB
203	a9/322622	242940	calling_pipeline:medakaInference_consensus (168)	COMPLETED	0	2026-06-04 12:06:43.136	5.7s	3.9s	108.0%	527.5 MB	1.2 GB	39 MB	2.2 MB
231	c4/e3ebc1	242531	calling_pipeline:medakaInference_consensus (196)	COMPLETED	0	2026-06-04 12:06:42.603	6.3s	4.2s	109.2%	579.8 MB	1.3 GB	39 MB	2.4 MB
237	fe/876f79	243111	calling_pipeline:medakaInference_consensus (202)	COMPLETED	0	2026-06-04 12:06:43.346	5.7s	4s	105.5%	508.9 MB	1.2 GB	39 MB	2.2 MB
240	e6/60fbd8	246140	calling_pipeline:medakaInference_consensus (205)	COMPLETED	0	2026-06-04 12:06:46.157	3.4s	2.8s	107.3%	438.6 MB	1.1 GB	38.9 MB	2 MB
202	00/9374d2	246743	calling_pipeline:medakaInference_consensus (167)	COMPLETED	0	2026-06-04 12:06:46.830	5.5s	2.7s	102.6%	370.8 MB	1.1 GB	38.9 MB	1.7 MB
213	0a/fd3735	247417	calling_pipeline:medakaInference_consensus (178)	COMPLETED	0	2026-06-04 12:06:47.422	5s	2.7s	102.2%	371 MB	1.1 GB	38.9 MB	1.7 MB
208	f7/0c8e9e	247258	calling_pipeline:medakaInference_consensus (173)	COMPLETED	0	2026-06-04 12:06:47.313	5.2s	2.9s	103.7%	374.2 MB	1.1 GB	38.9 MB	1.7 MB
211	f6/d76e7d	247558	calling_pipeline:medakaInference_consensus (176)	COMPLETED	0	2026-06-04 12:06:47.644	5.2s	3s	104.9%	384.2 MB	1.1 GB	38.9 MB	1.8 MB
219	4e/bd56c3	248492	calling_pipeline:medakaInference_consensus (184)	COMPLETED	0	2026-06-04 12:06:48.914	4.7s	2.7s	101.2%	366.8 MB	1.1 GB	38.9 MB	1.7 MB
239	36/31a717	246375	calling_pipeline:medakaInference_consensus (204)	COMPLETED	0	2026-06-04 12:06:46.373	7.5s	3.7s	111.5%	520.3 MB	1.2 GB	38.9 MB	2.2 MB
210	4f/e710c7	247921	calling_pipeline:medakaInference_consensus (175)	COMPLETED	0	2026-06-04 12:06:48.128	6.1s	3.2s	103.8%	402.3 MB	1.1 GB	38.9 MB	1.8 MB
205	b1/6ca6b0	247779	calling_pipeline:medakaInference_consensus (170)	COMPLETED	0	2026-06-04 12:06:47.891	6.4s	3.5s	108.9%	478.4 MB	1.2 GB	38.9 MB	2 MB
215	1c/830be2	248112	calling_pipeline:medakaInference_consensus (180)	COMPLETED	0	2026-06-04 12:06:48.429	6s	3.4s	109.0%	477.9 MB	1.2 GB	38.9 MB	2 MB
221	97/b6f13f	249253	calling_pipeline:medakaInference_consensus (186)	COMPLETED	0	2026-06-04 12:06:49.554	5s	3.1s	102.7%	411.3 MB	1.1 GB	38.9 MB	1.8 MB
212	c6/68954d	248409	calling_pipeline:medakaInference_consensus (177)	COMPLETED	0	2026-06-04 12:06:48.800	5.8s	3.6s	106.3%	458.1 MB	1.2 GB	38.9 MB	2 MB
218	27/973f07	248294	calling_pipeline:medakaInference_consensus (183)	COMPLETED	0	2026-06-04 12:06:48.685	6s	3.8s	105.6%	504 MB	1.2 GB	38.9 MB	2.2 MB
222	b6/0c3282	248577	calling_pipeline:medakaInference_consensus (187)	COMPLETED	0	2026-06-04 12:06:48.999	5.8s	3.8s	101.5%	389.5 MB	1.1 GB	38.9 MB	1.8 MB
216	a5/704d3d	248165	calling_pipeline:medakaInference_consensus (181)	COMPLETED	0	2026-06-04 12:06:48.532	6.4s	3.8s	108.4%	522.6 MB	1.2 GB	38.9 MB	2.2 MB
217	7b/f68d34	248247	calling_pipeline:medakaInference_consensus (182)	COMPLETED	0	2026-06-04 12:06:48.610	6.4s	4s	105.6%	439.7 MB	1.1 GB	38.9 MB	2 MB
225	8e/efae77	251996	calling_pipeline:medakaInference_consensus (190)	COMPLETED	0	2026-06-04 12:06:52.426	4.7s	2.3s	101.7%	356.1 MB	1.1 GB	38.8 MB	1.6 MB
220	05/9545f6	251917	calling_pipeline:medakaInference_consensus (185)	COMPLETED	0	2026-06-04 12:06:52.302	5.2s	3.3s	109.5%	478.6 MB	1.2 GB	38.9 MB	2 MB
259	5f/eee6ec	252072	calling_pipeline:medakaInference_consensus (224)	COMPLETED	0	2026-06-04 12:06:52.553	5.4s	2.5s	102.5%	376 MB	1.1 GB	38.9 MB	1.7 MB
230	2a/d56a7b	253462	calling_pipeline:medakaInference_consensus (195)	COMPLETED	0	2026-06-04 12:06:54.319	4.2s	2.6s	102.5%	371.1 MB	1.1 GB	39 MB	1.7 MB
229	40/dd6873	253309	calling_pipeline:medakaInference_consensus (194)	COMPLETED	0	2026-06-04 12:06:53.912	5.1s	3.4s	109.2%	476.5 MB	1.2 GB	38.9 MB	2 MB
270	bc/fd9aa3	254182	calling_pipeline:medakaInference_consensus (235)	COMPLETED	0	2026-06-04 12:06:55.050	4.8s	3.2s	101.9%	381.3 MB	1.1 GB	38.8 MB	1.7 MB
228	c7/bf4a51	253414	calling_pipeline:medakaInference_consensus (193)	COMPLETED	0	2026-06-04 12:06:54.252	6s	3.6s	108.8%	457.2 MB	1.2 GB	38.9 MB	2 MB
255	2e/8f30f8	252455	calling_pipeline:medakaInference_consensus (220)	COMPLETED	0	2026-06-04 12:06:52.803	7.6s	4s	110.3%	572.1 MB	1.3 GB	39 MB	2.4 MB
204	0f/fc3052	253053	calling_pipeline:medakaInference_consensus (169)	COMPLETED	0	2026-06-04 12:06:53.640	6.9s	4.1s	107.4%	437.1 MB	1.1 GB	39.1 MB	2 MB
224	9b/91cd0c	253627	calling_pipeline:medakaInference_consensus (189)	COMPLETED	0	2026-06-04 12:06:54.446	6.2s	3.8s	108.4%	564.6 MB	1.3 GB	39 MB	2.4 MB
227	90/87df0c	253719	calling_pipeline:medakaInference_consensus (192)	COMPLETED	0	2026-06-04 12:06:54.562	6.2s	3.9s	108.5%	507.9 MB	1.2 GB	38.9 MB	2.2 MB
234	ba/eb3af9	254053	calling_pipeline:medakaInference_consensus (199)	COMPLETED	0	2026-06-04 12:06:54.893	6s	3.7s	107.6%	458.7 MB	1.2 GB	38.9 MB	2 MB
232	c7/9aa8ff	253752	calling_pipeline:medakaInference_consensus (197)	COMPLETED	0	2026-06-04 12:06:54.603	6.4s	4s	107.4%	517.9 MB	1.2 GB	39 MB	2.2 MB
233	7f/a52522	253971	calling_pipeline:medakaInference_consensus (198)	COMPLETED	0	2026-06-04 12:06:54.806	6.2s	4.3s	109.3%	647.8 MB	1.3 GB	39 MB	2.7 MB
264	7b/937a69	253834	calling_pipeline:medakaInference_consensus (229)	COMPLETED	0	2026-06-04 12:06:54.713	6.5s	4.2s	106.5%	478.3 MB	1.2 GB	38.9 MB	2 MB
236	33/894c82	256490	calling_pipeline:medakaInference_consensus (201)	COMPLETED	0	2026-06-04 12:06:57.168	4.2s	2.8s	103.3%	378.3 MB	1.1 GB	38.9 MB	1.8 MB
238	91/546f14	256960	calling_pipeline:medakaInference_consensus (203)	COMPLETED	0	2026-06-04 12:06:57.528	3.9s	3s	106.4%	426 MB	1.1 GB	38.9 MB	2 MB
226	e9/d71cc4	257422	calling_pipeline:medakaInference_consensus (191)	COMPLETED	0	2026-06-04 12:06:57.972	4s	3s	106.9%	477.8 MB	1.2 GB	38.9 MB	2.2 MB
241	d4/9b5207	257890	calling_pipeline:medakaInference_consensus (206)	COMPLETED	0	2026-06-04 12:06:58.488	3.8s	3s	105.3%	475.6 MB	1.2 GB	38.9 MB	2.2 MB
244	3c/0dea8e	258659	calling_pipeline:medakaInference_consensus (209)	COMPLETED	0	2026-06-04 12:06:59.052	5.6s	2.7s	101.9%	363.5 MB	1.1 GB	38.8 MB	1.7 MB
248	af/ca369c	259762	calling_pipeline:medakaInference_consensus (213)	COMPLETED	0	2026-06-04 12:07:00.587	4.5s	2.6s	103.0%	367.1 MB	1.1 GB	38.9 MB	1.7 MB
247	80/268f1c	259810	calling_pipeline:medakaInference_consensus (212)	COMPLETED	0	2026-06-04 12:07:00.668	4.9s	2.9s	103.0%	380.4 MB	1.1 GB	38.9 MB	1.7 MB
242	d0/0e7bf5	259276	calling_pipeline:medakaInference_consensus (207)	COMPLETED	0	2026-06-04 12:06:59.890	6.1s	3.9s	113.2%	572.7 MB	1.3 GB	39 MB	2.4 MB
245	56/ddd2f1	259490	calling_pipeline:medakaInference_consensus (210)	COMPLETED	0	2026-06-04 12:07:00.228	6.1s	3.8s	110.4%	510.5 MB	1.2 GB	38.9 MB	2.2 MB
249	bd/c6a999	260009	calling_pipeline:medakaInference_consensus (214)	COMPLETED	0	2026-06-04 12:07:00.903	5.9s	3.6s	109.9%	458.3 MB	1.2 GB	38.9 MB	2 MB
243	12/d4eeba	259624	calling_pipeline:medakaInference_consensus (208)	COMPLETED	0	2026-06-04 12:07:00.416	6.8s	4.1s	113.0%	569 MB	1.3 GB	39 MB	2.4 MB
246	65/876d8c	260142	calling_pipeline:medakaInference_consensus (211)	COMPLETED	0	2026-06-04 12:07:00.995	6.3s	3.6s	108.8%	456.6 MB	1.2 GB	38.9 MB	2 MB
251	72/941923	260193	calling_pipeline:medakaInference_consensus (216)	COMPLETED	0	2026-06-04 12:07:01.052	6.4s	3.8s	109.0%	519.6 MB	1.2 GB	38.9 MB	2.2 MB
252	cd/624aed	260402	calling_pipeline:medakaInference_consensus (217)	COMPLETED	0	2026-06-04 12:07:01.341	6.2s	3.6s	108.7%	525.8 MB	1.2 GB	38.9 MB	2.2 MB
253	08/81f024	260490	calling_pipeline:medakaInference_consensus (218)	COMPLETED	0	2026-06-04 12:07:01.477	6.1s	3.8s	107.6%	522.4 MB	1.2 GB	39.1 MB	2.2 MB
280	36/109659	259894	calling_pipeline:medakaInference_consensus (245)	COMPLETED	0	2026-06-04 12:07:00.789	6.9s	4.3s	110.5%	589.4 MB	1.3 GB	39 MB	2.4 MB
250	6c/dcaeeb	260343	calling_pipeline:medakaInference_consensus (215)	COMPLETED	0	2026-06-04 12:07:01.255	6.6s	3.7s	108.9%	457.8 MB	1.2 GB	38.9 MB	2 MB
258	a2/58c8e7	261264	calling_pipeline:medakaInference_consensus (223)	COMPLETED	0	2026-06-04 12:07:02.273	5.6s	3.7s	108.2%	457.7 MB	1.2 GB	38.9 MB	2 MB
254	70/2b3a6e	261020	calling_pipeline:medakaInference_consensus (219)	COMPLETED	0	2026-06-04 12:07:01.974	6.1s	4s	108.2%	548.9 MB	1.2 GB	39 MB	2.4 MB
257	70/77fb3b	263568	calling_pipeline:medakaInference_consensus (222)	COMPLETED	0	2026-06-04 12:07:04.612	3.7s	2.7s	107.1%	438.8 MB	1.1 GB	38.9 MB	2 MB
288	1a/0df0ab	264104	calling_pipeline:medakaInference_consensus (253)	COMPLETED	0	2026-06-04 12:07:05.078	4s	2.5s	101.2%	399.5 MB	1.1 GB	38.9 MB	1.8 MB
292	25/19d935	265053	calling_pipeline:medakaInference_consensus (257)	COMPLETED	0	2026-06-04 12:07:06.034	5.4s	2.8s	103.7%	372.4 MB	1.1 GB	38.9 MB	1.7 MB
294	09/bcac57	265368	calling_pipeline:medakaInference_consensus (259)	COMPLETED	0	2026-06-04 12:07:06.370	6.5s	3.8s	110.6%	522.9 MB	1.2 GB	39 MB	2.2 MB
256	70/bd101e	265644	calling_pipeline:medakaInference_consensus (221)	COMPLETED	0	2026-06-04 12:07:06.828	6.3s	3.9s	108.4%	478.6 MB	1.2 GB	39.1 MB	2 MB
267	fc/e430a9	266204	calling_pipeline:medakaInference_consensus (232)	COMPLETED	0	2026-06-04 12:07:07.626	6s	3.7s	108.1%	478.2 MB	1.2 GB	39 MB	2 MB
261	74/3373f4	265955	calling_pipeline:medakaInference_consensus (226)	COMPLETED	0	2026-06-04 12:07:07.332	6.4s	3.8s	108.1%	458.4 MB	1.2 GB	38.9 MB	2 MB
260	8b/373205	264566	calling_pipeline:medakaInference_consensus (225)	COMPLETED	0	2026-06-04 12:07:05.605	8.2s	4.2s	115.2%	643.1 MB	1.3 GB	39 MB	2.6 MB
268	d2/55b92b	266459	calling_pipeline:medakaInference_consensus (233)	COMPLETED	0	2026-06-04 12:07:07.918	6s	3.5s	103.0%	410.3 MB	1.1 GB	38.9 MB	1.8 MB
263	94/2faa90	266038	calling_pipeline:medakaInference_consensus (228)	COMPLETED	0	2026-06-04 12:07:07.416	6.6s	3.7s	108.0%	459.3 MB	1.2 GB	38.9 MB	2 MB
265	43/d07563	266121	calling_pipeline:medakaInference_consensus (230)	COMPLETED	0	2026-06-04 12:07:07.538	6.6s	3.8s	110.6%	522.6 MB	1.2 GB	38.9 MB	2.2 MB
269	38/659493	266677	calling_pipeline:medakaInference_consensus (234)	COMPLETED	0	2026-06-04 12:07:08.115	6.1s	3.7s	107.8%	459.1 MB	1.2 GB	38.9 MB	2 MB
266	9b/72a53d	266284	calling_pipeline:medakaInference_consensus (231)	COMPLETED	0	2026-06-04 12:07:07.713	6.6s	3.9s	108.9%	457.9 MB	1.2 GB	38.9 MB	2 MB
304	d4/f73c7f	267903	calling_pipeline:medakaInference_consensus (269)	COMPLETED	0	2026-06-04 12:07:09.065	5.4s	3.6s	102.9%	383.4 MB	1.1 GB	38.8 MB	1.7 MB
262	f2/81536d	265901	calling_pipeline:medakaInference_consensus (227)	COMPLETED	0	2026-06-04 12:07:07.223	7.4s	4.4s	108.8%	542.4 MB	1.2 GB	38.9 MB	2.2 MB
301	b8/e0e3a5	266405	calling_pipeline:medakaInference_consensus (266)	COMPLETED	0	2026-06-04 12:07:07.860	6.9s	3.9s	109.7%	458.3 MB	1.2 GB	38.9 MB	2 MB
273	db/9240ea	266916	calling_pipeline:medakaInference_consensus (238)	COMPLETED	0	2026-06-04 12:07:08.291	6.5s	3.7s	108.3%	459.9 MB	1.2 GB	38.9 MB	2 MB
271	94/2d9e6c	270072	calling_pipeline:medakaInference_consensus (236)	COMPLETED	0	2026-06-04 12:07:11.416	3.6s	2.8s	104.1%	438.9 MB	1.2 GB	38.9 MB	2 MB
276	d7/3c8eb7	271661	calling_pipeline:medakaInference_consensus (241)	COMPLETED	0	2026-06-04 12:07:13.653	5.4s	3.4s	109.7%	476.9 MB	1.2 GB	38.9 MB	2 MB
